qid,query,truth_ids,retrieved_ids,mrr,recall@1,recall@3,recall@5,recall@10,recall@30,lat_embed_ms,lat_retrieve_ms,lat_total_ms
q028,How do you manage embedding model versions in a production RAG system?,['embeddings_drift_versioning_and_reindexing.md#0'],"['embeddings_drift_versioning_and_reindexing.md#104', 'embeddings_drift_versioning_and_reindexing.md#139', 'embeddings_drift_versioning_and_reindexing.md#108', 'embeddings_drift_versioning_and_reindexing.md#106', 'embeddings_drift_versioning_and_reindexing.md#169', 'embeddings_drift_versioning_and_reindexing.md#103', 'embeddings_drift_versioning_and_reindexing.md#142', 'embeddings_drift_versioning_and_reindexing.md#168', 'embeddings_drift_versioning_and_reindexing.md#170', 'embeddings_drift_versioning_and_reindexing.md#146', 'embeddings_drift_versioning_and_reindexing.md#138', 'embeddings_drift_versioning_and_reindexing.md#136', 'embeddings_drift_versioning_and_reindexing.md#167', 'embeddings_drift_versioning_and_reindexing.md#137', 'embeddings_drift_versioning_and_reindexing.md#109', 'embeddings_drift_versioning_and_reindexing.md#187', 'embeddings_drift_versioning_and_reindexing.md#141', 'embeddings_drift_versioning_and_reindexing.md#172', 'embeddings_drift_versioning_and_reindexing.md#166', 'embeddings_drift_versioning_and_reindexing.md#112', 'embeddings_drift_versioning_and_reindexing.md#174', 'embeddings_drift_versioning_and_reindexing.md#186', 'embeddings_drift_versioning_and_reindexing.md#179', 'embeddings_drift_versioning_and_reindexing.md#173', 'embeddings_drift_versioning_and_reindexing.md#111', 'embeddings_drift_versioning_and_reindexing.md#107', 'embeddings_drift_versioning_and_reindexing.md#143', 'embeddings_drift_versioning_and_reindexing.md#151', 'embeddings_drift_versioning_and_reindexing.md#176', 'embeddings_drift_versioning_and_reindexing.md#185']",0.0,0.0,0.0,0.0,0.0,0.0,8.167500142008066,5.936624947935343,14.104209141805768
q029,What are challenges of multilingual embeddings for RAG?,['embeddings_multilingual_and_domain_specific_models.md#0'],"['embeddings_multilingual_and_domain_specific_models.md#206', 'embeddings_multilingual_and_domain_specific_models.md#213', 'embeddings_multilingual_and_domain_specific_models.md#205', 'embeddings_multilingual_and_domain_specific_models.md#204', 'embeddings_multilingual_and_domain_specific_models.md#218', 'embeddings_multilingual_and_domain_specific_models.md#207', 'embeddings_multilingual_and_domain_specific_models.md#217', 'embeddings_multilingual_and_domain_specific_models.md#208', 'embeddings_multilingual_and_domain_specific_models.md#216', 'embeddings_multilingual_and_domain_specific_models.md#215', 'embeddings_multilingual_and_domain_specific_models.md#189', 'embeddings_multilingual_and_domain_specific_models.md#210', 'rag_overview_definition_andipeline.md#243', 'rag_overview_definition_andipeline.md#242', 'embeddings_multilingual_and_domain_specific_models.md#219', 'embeddings_multilingual_and_domain_specific_models.md#186', 'embeddings_multilingual_and_domain_specific_models.md#193', 'embeddings_multilingual_and_domain_specific_models.md#212', 'embeddings_multilingual_and_domain_specific_models.md#190', 'rag_retrieval_vs_generation_failure_modes.md#0', 'embeddings_multilingual_and_domain_specific_models.md#191', 'embeddings_multilingual_and_domain_specific_models.md#188', 'embeddings_multilingual_and_domain_specific_models.md#187', 'rag_overview_definition_andipeline.md#0', 'embeddings_multilingual_and_domain_specific_models.md#202', 'embeddings_multilingual_and_domain_specific_models.md#211', 'embeddings_multilingual_and_domain_specific_models.md#192', 'embeddings_multilingual_and_domain_specific_models.md#185', 'embeddings_multilingual_and_domain_specific_models.md#214', 'embeddings_multilingual_and_domain_specific_models.md#154']",0.0,0.0,0.0,0.0,0.0,0.0,7.756332866847515,3.2557081431150436,11.012125061824918
q030,What are domain-specific embeddings and when should you use them?,['embeddings_multilingual_and_domain_specific_models.md#0'],"['embeddings_multilingual_and_domain_specific_models.md#208', 'embeddings_multilingual_and_domain_specific_models.md#207', 'embeddings_multilingual_and_domain_specific_models.md#212', 'embeddings_multilingual_and_domain_specific_models.md#206', 'embeddings_multilingual_and_domain_specific_models.md#218', 'embeddings_multilingual_and_domain_specific_models.md#205', 'embeddings_multilingual_and_domain_specific_models.md#210', 'embeddings_multilingual_and_domain_specific_models.md#215', 'embeddings_multilingual_and_domain_specific_models.md#204', 'embeddings_multilingual_and_domain_specific_models.md#173', 'embeddings_multilingual_and_domain_specific_models.md#217', 'embeddings_multilingual_and_domain_specific_models.md#219', 'embeddings_multilingual_and_domain_specific_models.md#171', 'embeddings_multilingual_and_domain_specific_models.md#186', 'embeddings_multilingual_and_domain_specific_models.md#213', 'embeddings_multilingual_and_domain_specific_models.md#214', 'embeddings_multilingual_and_domain_specific_models.md#191', 'embeddings_multilingual_and_domain_specific_models.md#172', 'embeddings_multilingual_and_domain_specific_models.md#189', 'embeddings_multilingual_and_domain_specific_models.md#193', 'embeddings_multilingual_and_domain_specific_models.md#192', 'embeddings_multilingual_and_domain_specific_models.md#195', 'embeddings_multilingual_and_domain_specific_models.md#187', 'embeddings_multilingual_and_domain_specific_models.md#188', 'embeddings_multilingual_and_domain_specific_models.md#190', 'embeddings_multilingual_and_domain_specific_models.md#216', 'embeddings_multilingual_and_domain_specific_models.md#174', 'embeddings_multilingual_and_domain_specific_models.md#170', 'embeddings_multilingual_and_domain_specific_models.md#196', 'embeddings_multilingual_and_domain_specific_models.md#197']",0.0,0.0,0.0,0.0,0.0,0.0,8.032166166231036,3.3891249913722277,11.421333067119122
q031,"What are common vector index types like HNSW, IVF, and PQ?",['vector_db_overview_indexes_hnsw_ivf_pq.md#0'],"['vector_db_overview_indexes_hnsw_ivf_pq.md#269', 'vector_db_overview_indexes_hnsw_ivf_pq.md#263', 'vector_db_overview_indexes_hnsw_ivf_pq.md#267', 'vector_db_overview_indexes_hnsw_ivf_pq.md#262', 'vector_db_overview_indexes_hnsw_ivf_pq.md#265', 'vector_db_overview_indexes_hnsw_ivf_pq.md#270', 'vector_db_overview_indexes_hnsw_ivf_pq.md#266', 'vector_db_overview_indexes_hnsw_ivf_pq.md#268', 'vector_db_overview_indexes_hnsw_ivf_pq.md#258', 'vector_db_overview_indexes_hnsw_ivf_pq.md#264', 'vector_db_overview_indexes_hnsw_ivf_pq.md#292', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#131', 'vector_db_overview_indexes_hnsw_ivf_pq.md#260', 'vector_db_overview_indexes_hnsw_ivf_pq.md#261', 'vector_db_overview_indexes_hnsw_ivf_pq.md#254', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#166', 'vector_db_overview_indexes_hnsw_ivf_pq.md#293', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#178', 'vector_db_overview_indexes_hnsw_ivf_pq.md#301', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#159', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#188', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#179', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#223', 'vector_db_overview_indexes_hnsw_ivf_pq.md#297', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#132', 'vector_db_overview_indexes_hnsw_ivf_pq.md#259', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#125', 'vector_db_overview_indexes_hnsw_ivf_pq.md#300', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#186', 'milvus_hnsw_ivf_flat_ivf_pq_tradeoffs.md#168']",0.0,0.0,0.0,0.0,0.0,0.0,7.19741708599031,4.391541006043553,11.589040979743004
q032,What is HNSW and why is it popular for approximate nearest neighbor search?,['vector_db_overview_indexes_hnsw_ivf_pq.md#0'],"['vector_db_overview_indexes_hnsw_ivf_pq.md#203', 'vector_db_overview_indexes_hnsw_ivf_pq.md#210', 'vector_db_overview_indexes_hnsw_ivf_pq.md#241', 'vector_db_overview_indexes_hnsw_ivf_pq.md#209', 'vector_db_overview_indexes_hnsw_ivf_pq.md#240', 'vector_db_overview_indexes_hnsw_ivf_pq.md#208', 'vector_db_overview_indexes_hnsw_ivf_pq.md#243', 'vector_db_overview_indexes_hnsw_ivf_pq.md#215', 'vector_db_overview_indexes_hnsw_ivf_pq.md#201', 'vector_db_overview_indexes_hnsw_ivf_pq.md#202', 'vector_db_overview_indexes_hnsw_ivf_pq.md#192', 'vector_db_overview_indexes_hnsw_ivf_pq.md#204', 'vector_db_overview_indexes_hnsw_ivf_pq.md#211', 'vector_db_overview_indexes_hnsw_ivf_pq.md#216', 'vector_db_overview_indexes_hnsw_ivf_pq.md#252', 'vector_db_overview_indexes_hnsw_ivf_pq.md#239', 'vector_db_overview_indexes_hnsw_ivf_pq.md#251', 'vector_db_overview_indexes_hnsw_ivf_pq.md#212', 'vector_db_overview_indexes_hnsw_ivf_pq.md#248', 'vector_db_overview_indexes_hnsw_ivf_pq.md#246', 'vector_db_overview_indexes_hnsw_ivf_pq.md#217', 'vector_db_overview_indexes_hnsw_ivf_pq.md#253', 'vector_db_overview_indexes_hnsw_ivf_pq.md#200', 'vector_db_overview_indexes_hnsw_ivf_pq.md#191', 'vector_db_overview_indexes_hnsw_ivf_pq.md#250', 'vector_db_overview_indexes_hnsw_ivf_pq.md#213', 'vector_db_overview_indexes_hnsw_ivf_pq.md#244', 'vector_db_overview_indexes_hnsw_ivf_pq.md#206', 'vector_db_overview_indexes_hnsw_ivf_pq.md#190', 'vector_db_overview_indexes_hnsw_ivf_pq.md#214']",0.0,0.0,0.0,0.0,0.0,0.0,7.421250222250819,3.2444167882204056,10.665667010471225
q033,How do payloads and metadata filtering work in vector databases?,['vector_db_filtering_payload_and_metadata_indexing.md#0'],"['vector_db_filtering_payload_and_metadata_indexing.md#210', 'vector_db_filtering_payload_and_metadata_indexing.md#209', 'vector_db_filtering_payload_and_metadata_indexing.md#208', 'vector_db_filtering_payload_and_metadata_indexing.md#191', 'vector_db_filtering_payload_and_metadata_indexing.md#192', 'vector_db_filtering_payload_and_metadata_indexing.md#193', 'vector_db_filtering_payload_and_metadata_indexing.md#190', 'vector_db_filtering_payload_and_metadata_indexing.md#169', 'vector_db_filtering_payload_and_metadata_indexing.md#168', 'vector_db_filtering_payload_and_metadata_indexing.md#195', 'vector_db_filtering_payload_and_metadata_indexing.md#197', 'vector_db_filtering_payload_and_metadata_indexing.md#167', 'vector_db_filtering_payload_and_metadata_indexing.md#196', 'vector_db_filtering_payload_and_metadata_indexing.md#164', 'vector_db_filtering_payload_and_metadata_indexing.md#162', 'vector_db_filtering_payload_and_metadata_indexing.md#163', 'vector_db_filtering_payload_and_metadata_indexing.md#150', 'vector_db_filtering_payload_and_metadata_indexing.md#149', 'vector_db_filtering_payload_and_metadata_indexing.md#171', 'vector_db_filtering_payload_and_metadata_indexing.md#173', 'vector_db_filtering_payload_and_metadata_indexing.md#161', 'vector_db_filtering_payload_and_metadata_indexing.md#174', 'vector_db_filtering_payload_and_metadata_indexing.md#165', 'vector_db_filtering_payload_and_metadata_indexing.md#172', 'vector_db_filtering_payload_and_metadata_indexing.md#199', 'vector_db_filtering_payload_and_metadata_indexing.md#175', 'vector_db_filtering_payload_and_metadata_indexing.md#189', 'vector_db_filtering_payload_and_metadata_indexing.md#160', 'vector_db_filtering_payload_and_metadata_indexing.md#151', 'vector_db_filtering_payload_and_metadata_indexing.md#170']",0.0,0.0,0.0,0.0,0.0,0.0,7.606999948620796,4.44737495854497,12.054374907165766
q034,"What operational tasks matter for vector DBs (upsert, delete, compaction)?",['vector_db_upsert_delete_compaction_background_tasks.md#0'],"['vector_db_upsert_delete_compaction_background_tasks.md#178', 'vector_db_upsert_delete_compaction_background_tasks.md#211', 'vector_db_upsert_delete_compaction_background_tasks.md#177', 'vector_db_overview_indexes_hnsw_ivf_pq.md#0', 'vector_db_upsert_delete_compaction_background_tasks.md#176', 'vector_db_upsert_delete_compaction_background_tasks.md#210', 'weaviate_performance_tuning_and_troubleshooting.md#360', 'vector_db_upsert_delete_compaction_background_tasks.md#184', 'vector_db_upsert_delete_compaction_background_tasks.md#185', 'weaviate_performance_tuning_and_troubleshooting.md#356', 'vector_db_upsert_delete_compaction_background_tasks.md#183', 'vector_db_upsert_delete_compaction_background_tasks.md#188', 'vector_db_upsert_delete_compaction_background_tasks.md#186', 'vector_db_upsert_delete_compaction_background_tasks.md#170', 'vector_db_upsert_delete_compaction_background_tasks.md#171', 'vector_db_upsert_delete_compaction_background_tasks.md#174', 'vector_db_upsert_delete_compaction_background_tasks.md#187', 'vector_db_upsert_delete_compaction_background_tasks.md#202', 'vector_db_upsert_delete_compaction_background_tasks.md#193', 'vector_db_upsert_delete_compaction_background_tasks.md#206', 'vector_db_upsert_delete_compaction_background_tasks.md#200', 'weaviate_performance_tuning_and_troubleshooting.md#354', 'vector_db_upsert_delete_compaction_background_tasks.md#201', 'weaviate_performance_tuning_and_troubleshooting.md#355', 'weaviate_performance_tuning_and_troubleshooting.md#358', 'vector_db_upsert_delete_compaction_background_tasks.md#190', 'vector_db_upsert_delete_compaction_background_tasks.md#192', 'weaviate_performance_tuning_and_troubleshooting.md#362', 'vector_db_upsert_delete_compaction_background_tasks.md#179', 'vector_db_upsert_delete_compaction_background_tasks.md#208']",0.0,0.0,0.0,0.0,0.0,0.0,7.596459006890655,4.439875017851591,12.036375002935529
q035,How do consistency and durability differ from performance concerns in vector DBs?,['vector_db_consistency_durability_and_snapshots.md#0'],"['vector_db_consistency_durability_and_snapshots.md#0', 'vector_db_consistency_durability_and_snapshots.md#160', 'vector_db_consistency_durability_and_snapshots.md#161', 'vector_db_consistency_durability_and_snapshots.md#165', 'vector_db_consistency_durability_and_snapshots.md#158', 'vector_db_consistency_durability_and_snapshots.md#159', 'vector_db_overview_indexes_hnsw_ivf_pq.md#0', 'vector_db_consistency_durability_and_snapshots.md#167', 'vector_db_consistency_durability_and_snapshots.md#162', 'vector_db_consistency_durability_and_snapshots.md#166', 'vector_db_consistency_durability_and_snapshots.md#163', 'vector_db_consistency_durability_and_snapshots.md#164', 'vector_db_consistency_durability_and_snapshots.md#168', 'vector_db_consistency_durability_and_snapshots.md#212', 'vector_db_consistency_durability_and_snapshots.md#213', 'vector_db_consistency_durability_and_snapshots.md#169', 'vector_db_consistency_durability_and_snapshots.md#211', 'vector_db_consistency_durability_and_snapshots.md#202', 'vector_db_consistency_durability_and_snapshots.md#170', 'vector_db_consistency_durability_and_snapshots.md#200', 'vector_db_consistency_durability_and_snapshots.md#198', 'vector_db_consistency_durability_and_snapshots.md#157', 'vector_db_consistency_durability_and_snapshots.md#205', 'vector_db_consistency_durability_and_snapshots.md#203', 'vector_db_consistency_durability_and_snapshots.md#204', 'vector_db_consistency_durability_and_snapshots.md#206', 'milvus_consistency_levels_and_replication.md#180', 'milvus_consistency_levels_and_replication.md#179', 'vector_db_consistency_durability_and_snapshots.md#174', 'vector_db_consistency_durability_and_snapshots.md#171']",1.0,1.0,1.0,1.0,1.0,1.0,7.436708081513643,3.1811250373721123,10.617957916110754
q036,"What are Qdrant collections, points, and payloads?",['qdrant_collections_points_payloads_filters.md#0'],"['qdrant_collections_points_payloads_filters.md#0', 'qdrant_collections_points_payloads_filters.md#255', 'qdrant_collections_points_payloads_filters.md#254', 'qdrant_collections_points_payloads_filters.md#253', 'qdrant_collections_points_payloads_filters.md#231', 'qdrant_collections_points_payloads_filters.md#252', 'qdrant_collections_points_payloads_filters.md#230', 'qdrant_collections_points_payloads_filters.md#229', 'qdrant_collections_points_payloads_filters.md#251', 'qdrant_collections_points_payloads_filters.md#222', 'qdrant_collections_points_payloads_filters.md#168', 'qdrant_collections_points_payloads_filters.md#221', 'qdrant_collections_points_payloads_filters.md#169', 'qdrant_collections_points_payloads_filters.md#233', 'qdrant_collections_points_payloads_filters.md#224', 'qdrant_collections_points_payloads_filters.md#220', 'qdrant_collections_points_payloads_filters.md#237', 'qdrant_collections_points_payloads_filters.md#242', 'qdrant_collections_points_payloads_filters.md#236', 'qdrant_collections_points_payloads_filters.md#241', 'qdrant_collections_points_payloads_filters.md#243', 'qdrant_collections_points_payloads_filters.md#238', 'qdrant_collections_points_payloads_filters.md#235', 'qdrant_collections_points_payloads_filters.md#162', 'qdrant_collections_points_payloads_filters.md#240', 'qdrant_collections_points_payloads_filters.md#223', 'qdrant_collections_points_payloads_filters.md#225', 'qdrant_collections_points_payloads_filters.md#244', 'qdrant_collections_points_payloads_filters.md#245', 'qdrant_collections_points_payloads_filters.md#250']",1.0,1.0,1.0,1.0,1.0,1.0,29.657542007043958,6.680582882836461,36.3381658680737
q037,Which Qdrant HNSW parameters matter most for performance and recall?,['qdrant_hnsw_params_m_ef_construct_ef_search.md#0'],"['qdrant_hnsw_params_m_ef_construct_ef_search.md#0', 'weaviate_performance_tuning_and_troubleshooting.md#125', 'weaviate_performance_tuning_and_troubleshooting.md#136', 'weaviate_performance_tuning_and_troubleshooting.md#183', 'weaviate_performance_tuning_and_troubleshooting.md#139', 'weaviate_performance_tuning_and_troubleshooting.md#124', 'weaviate_performance_tuning_and_troubleshooting.md#122', 'weaviate_performance_tuning_and_troubleshooting.md#121', 'weaviate_performance_tuning_and_troubleshooting.md#101', 'weaviate_performance_tuning_and_troubleshooting.md#140', 'weaviate_performance_tuning_and_troubleshooting.md#126', 'weaviate_performance_tuning_and_troubleshooting.md#132', 'weaviate_performance_tuning_and_troubleshooting.md#127', 'weaviate_performance_tuning_and_troubleshooting.md#169', 'weaviate_performance_tuning_and_troubleshooting.md#182', 'weaviate_performance_tuning_and_troubleshooting.md#171', 'weaviate_performance_tuning_and_troubleshooting.md#184', 'weaviate_performance_tuning_and_troubleshooting.md#138', 'weaviate_performance_tuning_and_troubleshooting.md#123', 'weaviate_performance_tuning_and_troubleshooting.md#130', 'weaviate_performance_tuning_and_troubleshooting.md#115', 'weaviate_performance_tuning_and_troubleshooting.md#137', 'weaviate_performance_tuning_and_troubleshooting.md#113', 'weaviate_performance_tuning_and_troubleshooting.md#133', 'weaviate_performance_tuning_and_troubleshooting.md#177', 'weaviate_performance_tuning_and_troubleshooting.md#102', 'weaviate_performance_tuning_and_troubleshooting.md#174', 'weaviate_performance_tuning_and_troubleshooting.md#114', 'weaviate_performance_tuning_and_troubleshooting.md#99', 'weaviate_performance_tuning_and_troubleshooting.md#106']",1.0,1.0,1.0,1.0,1.0,1.0,7.793291937559843,5.754207959398627,13.547583017498255
q038,"What do Qdrant parameters m, ef_construct, and ef_search control?",['qdrant_hnsw_params_m_ef_construct_ef_search.md#0'],"['qdrant_hnsw_params_m_ef_construct_ef_search.md#192', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#191', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#189', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#190', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#185', 'weaviate_performance_tuning_and_troubleshooting.md#352', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#215', 'weaviate_performance_tuning_and_troubleshooting.md#353', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#214', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#186', 'weaviate_performance_tuning_and_troubleshooting.md#329', 'weaviate_performance_tuning_and_troubleshooting.md#326', 'weaviate_performance_tuning_and_troubleshooting.md#328', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#188', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#184', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#187', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#213', 'weaviate_performance_tuning_and_troubleshooting.md#325', 'weaviate_performance_tuning_and_troubleshooting.md#351', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#274', 'weaviate_performance_tuning_and_troubleshooting.md#327', 'weaviate_performance_tuning_and_troubleshooting.md#354', 'weaviate_performance_tuning_and_troubleshooting.md#330', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#273', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#199', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#207', 'weaviate_performance_tuning_and_troubleshooting.md#350', 'weaviate_performance_tuning_and_troubleshooting.md#339', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#217', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#208']",0.0,0.0,0.0,0.0,0.0,0.0,24.48495803400874,6.135375006124377,30.62045807018876
q039,How does Qdrant handle sharding and replication?,['qdrant_sharding_replication_and_routing.md#0'],"['qdrant_sharding_replication_and_routing.md#0', 'weaviate_scaling_sharding_replication.md#24', 'weaviate_scaling_sharding_replication.md#20', 'weaviate_scaling_sharding_replication.md#21', 'weaviate_scaling_sharding_replication.md#23', 'weaviate_scaling_sharding_replication.md#25', 'weaviate_scaling_sharding_replication.md#22', 'weaviate_scaling_sharding_replication.md#29', 'weaviate_scaling_sharding_replication.md#156', 'qdrant_sharding_replication_and_routing.md#25', 'weaviate_scaling_sharding_replication.md#17', 'weaviate_scaling_sharding_replication.md#26', 'weaviate_scaling_sharding_replication.md#33', 'weaviate_scaling_sharding_replication.md#34', 'weaviate_scaling_sharding_replication.md#155', 'weaviate_scaling_sharding_replication.md#176', 'weaviate_scaling_sharding_replication.md#27', 'weaviate_scaling_sharding_replication.md#30', 'weaviate_scaling_sharding_replication.md#14', 'weaviate_scaling_sharding_replication.md#49', 'weaviate_scaling_sharding_replication.md#158', 'weaviate_scaling_sharding_replication.md#16', 'weaviate_scaling_sharding_replication.md#28', 'weaviate_scaling_sharding_replication.md#178', 'weaviate_scaling_sharding_replication.md#174', 'weaviate_scaling_sharding_replication.md#177', 'weaviate_scaling_sharding_replication.md#159', 'qdrant_sharding_replication_and_routing.md#26', 'weaviate_scaling_sharding_replication.md#47', 'weaviate_scaling_sharding_replication.md#171']",1.0,1.0,1.0,1.0,1.0,1.0,9.770332835614681,10.28416701592505,20.054582972079515
q040,What routing strategies can be used in a sharded vector DB setup?,['qdrant_sharding_replication_and_routing.md#0'],"['distributed_rag_architectures_multi_index_routing.md#222', 'distributed_rag_architectures_multi_index_routing.md#221', 'distributed_rag_architectures_multi_index_routing.md#223', 'qdrant_sharding_replication_and_routing.md#138', 'distributed_rag_architectures_multi_index_routing.md#208', 'qdrant_sharding_replication_and_routing.md#137', 'distributed_rag_architectures_multi_index_routing.md#209', 'distributed_rag_architectures_multi_index_routing.md#215', 'distributed_rag_architectures_multi_index_routing.md#216', 'qdrant_sharding_replication_and_routing.md#150', 'distributed_rag_architectures_multi_index_routing.md#210', 'distributed_rag_architectures_multi_index_routing.md#204', 'distributed_rag_architectures_multi_index_routing.md#203', 'distributed_rag_architectures_multi_index_routing.md#205', 'distributed_rag_architectures_multi_index_routing.md#212', 'qdrant_sharding_replication_and_routing.md#133', 'qdrant_sharding_replication_and_routing.md#139', 'qdrant_sharding_replication_and_routing.md#132', 'distributed_rag_architectures_multi_index_routing.md#206', 'distributed_rag_architectures_multi_index_routing.md#186', 'distributed_rag_architectures_multi_index_routing.md#187', 'qdrant_sharding_replication_and_routing.md#149', 'qdrant_sharding_replication_and_routing.md#131', 'qdrant_sharding_replication_and_routing.md#130', 'qdrant_sharding_replication_and_routing.md#144', 'qdrant_sharding_replication_and_routing.md#136', 'qdrant_sharding_replication_and_routing.md#151', 'qdrant_sharding_replication_and_routing.md#134', 'distributed_rag_architectures_multi_index_routing.md#217', 'distributed_rag_architectures_multi_index_routing.md#213']",0.0,0.0,0.0,0.0,0.0,0.0,12.874834006652236,6.299207918345928,19.174082903191447
q041,What is vector quantization and why use it in Qdrant?,['qdrant_quantization_and_optimizers.md#0'],"['qdrant_quantization_and_optimizers.md#240', 'qdrant_quantization_and_optimizers.md#239', 'qdrant_quantization_and_optimizers.md#238', 'qdrant_quantization_and_optimizers.md#241', 'qdrant_quantization_and_optimizers.md#212', 'qdrant_quantization_and_optimizers.md#211', 'qdrant_quantization_and_optimizers.md#246', 'qdrant_quantization_and_optimizers.md#321', 'qdrant_quantization_and_optimizers.md#216', 'qdrant_quantization_and_optimizers.md#315', 'qdrant_quantization_and_optimizers.md#205', 'qdrant_quantization_and_optimizers.md#247', 'qdrant_quantization_and_optimizers.md#313', 'qdrant_quantization_and_optimizers.md#316', 'qdrant_quantization_and_optimizers.md#314', 'qdrant_quantization_and_optimizers.md#319', 'qdrant_quantization_and_optimizers.md#318', 'qdrant_quantization_and_optimizers.md#199', 'qdrant_quantization_and_optimizers.md#210', 'qdrant_quantization_and_optimizers.md#317', 'qdrant_quantization_and_optimizers.md#204', 'qdrant_quantization_and_optimizers.md#243', 'qdrant_quantization_and_optimizers.md#242', 'qdrant_quantization_and_optimizers.md#193', 'qdrant_quantization_and_optimizers.md#245', 'qdrant_quantization_and_optimizers.md#215', 'qdrant_quantization_and_optimizers.md#329', 'qdrant_quantization_and_optimizers.md#312', 'qdrant_quantization_and_optimizers.md#244', 'qdrant_quantization_and_optimizers.md#198']",0.0,0.0,0.0,0.0,0.0,0.0,16.988374991342425,9.130584076046944,26.119042187929153
q042,How do Qdrant optimizers affect performance and resource usage?,['qdrant_quantization_and_optimizers.md#0'],"['qdrant_performance_tuning_and_troubleshooting.md#0', 'benchmarking_rag_load_testing_and_experiment_design.md#330', 'benchmarking_rag_load_testing_and_experiment_design.md#346', 'benchmarking_rag_load_testing_and_experiment_design.md#347', 'benchmarking_rag_load_testing_and_experiment_design.md#336', 'benchmarking_rag_load_testing_and_experiment_design.md#345', 'benchmarking_rag_load_testing_and_experiment_design.md#360', 'benchmarking_rag_load_testing_and_experiment_design.md#334', 'benchmarking_rag_load_testing_and_experiment_design.md#359', 'benchmarking_rag_load_testing_and_experiment_design.md#343', 'benchmarking_rag_load_testing_and_experiment_design.md#342', 'benchmarking_rag_load_testing_and_experiment_design.md#339', 'benchmarking_rag_load_testing_and_experiment_design.md#341', 'benchmarking_rag_load_testing_and_experiment_design.md#340', 'benchmarking_rag_load_testing_and_experiment_design.md#329', 'benchmarking_rag_load_testing_and_experiment_design.md#344', 'benchmarking_rag_load_testing_and_experiment_design.md#332', 'benchmarking_rag_load_testing_and_experiment_design.md#333', 'qdrant_sharding_replication_and_routing.md#52', 'qdrant_sharding_replication_and_routing.md#53', 'benchmarking_rag_load_testing_and_experiment_design.md#338', 'benchmarking_rag_load_testing_and_experiment_design.md#331', 'benchmarking_rag_load_testing_and_experiment_design.md#323', 'benchmarking_rag_load_testing_and_experiment_design.md#327', 'benchmarking_rag_load_testing_and_experiment_design.md#325', 'benchmarking_rag_load_testing_and_experiment_design.md#271', 'benchmarking_rag_load_testing_and_experiment_design.md#272', 'qdrant_collections_points_payloads_filters.md#0', 'benchmarking_rag_load_testing_and_experiment_design.md#328', 'benchmarking_rag_load_testing_and_experiment_design.md#335']",0.0,0.0,0.0,0.0,0.0,0.0,9.205957874655724,5.3649169858545065,14.570999890565872
